text,replies,retweets,likes,views,author_name,author_handle,publication_time
"Take-homes from 
@ashishkjha
 WH Covid briefing:
1) Boost now won’t prevent getting shot in fall
2) If no boost in 2022, get one
3) Ventilation is key
4) No evidence BA5  severe
4) Vax/boost, Pax, bebtelovimab, Evusheld still work to prevent severe disease
https://youtube.com/watch?v=A0OF_MbQUng…",59,185,643,0,Bob Wachter,@Bob_Wachter,2022-07-14T13:28:53.000Z
"Initially 1 shot was meant to be “95% effective”

Then very quickly a mandated 2-dose series to be “fully vaxxed” to work, study, travel etc

Then we learned it didn’t prevent spread

Next, 3/4 doses were “recommended” for the vulnerable, then anyone

Now a shot every 9 mons

1/3",14,116,391,0,𝙼𝙳 𝙰𝚠𝚊𝚛𝚎,@SleepMD_zzz,2022-07-06T14:18:59.000Z
"Employers under vaccine mandates must collect and store vaccination status and must follow tough rules to ensure workplaces are protected, including treating employees who do not disclose their status as 'unvaccinated' and requiring them to work from home or not at all.",5,33,295,0,PRGuy,@PRGuy17,2022-07-06T14:18:59.000Z
"“It was also claimed that Mr Javid had suggested that the Government follow a suggestion by Joe Biden, the US president, and mandate vaccinations for people who work for companies with more than 100 employees.” ",162,603,1.1K,0,Laura Dodsworth,@BareReality,2022-07-06T14:18:59.000Z
"Yes, we should definitely wait for another week of BA.5 exponential growth to fill the currently empty vaccination centres for shots that will take 7-14 days to provide benefits for a wave that we saw coming over a month ago.",23,141,594,0,Yoni Freedhoff,@YoniFreedhoff,2022-07-06T14:18:59.000Z
"In 2020, the government was ready to go and the first shot was administered less than 24 hours after the doses arrived in Alberta. We’re now at 7 days post doses arriving and we don’t even have a plan yet.",8,106,363,0,VaxHunterAB,@ab_vax,2022-07-06T14:18:59.000Z
"A ""vaccine"" that has to be stored at very low temperature, but now it doesn't. Can be quickly adapted, but hasn't been. Is for the vulnerable, now for everyone. Not for children, is now. Is 100% effective, but not really. Wanes after 14 days but doesn't count until 21 days! ",289,4.1K,10K,0,Mr Doodle,@MR_Doodles53,2022-07-06T14:18:59.000Z
"Now, in order to work one day a week at home, they need their supervisors approval, two days must be approved by their respective cabinet secretary, and 3 days must be approved by the Gov’s CHIEF OF STAFF",117,560,4.7K,0,Ethan Lynne,@ethanclynne,2022-07-06T14:18:59.000Z
"FYI, staff working at <checks notes> public health vaccination clinics in Ontario, who have <checks notes> tested positive for COVID, can <checks notes> return to work 5 days later so long as symptoms have been <checks notes> improving, for 24hrs.",24,102,298,0,Yoni Freedhoff,@YoniFreedhoff,2022-07-06T14:18:59.000Z
"we got four vaccine doses as soon as they became available, and we live in a campervan far, far away from people. every 10-12 days we go into town, shop, get fresh water. masked when around people indoors or out.",10,2,315,0,campskunk,@campskunk,2022-07-06T14:18:59.000Z
"Well my wife has just tested positive with the sniffles so as she is a caregiver 7 days off work!

Me unvaxed and sleeping with her still can’t catch it

But as per the health professionals advice I’m 20 times more likely to contract so it likely I’ll be on a ventilator soon!",29,11,161,0,Kiwiwayne2 ex Kiwiwayne1,@kiwiwayne2,2022-07-06T14:18:59.000Z
"Mask up indoors. 
Distance where you can.
Stay home if unwell.
Work remotely when possible.
Get max vaxxed.
Wash your hands.

These measures can make an enormous difference to the spread of Covid. Supporting our health system, and each other.",400,654,2.2K,0,Dr Sandro Demaio,@SandroDemaio,2022-07-06T14:18:59.000Z
Not a single mention of transmission when talking about 'they work'. Interesting how they now make it very clear the benefits are actually just for the individual but still think mandating them in workplaces has an impact on wider 'safety'. The cognitive olympics stays strong.,15,28,271,0,Voice For Victoria,@Voice4Victoria,2022-07-07T13:41:41.000Z
"#Monkeypox Excellent that 
@CDCgov
 @CDCDirector
 rapidly responded to frustration over access to #TPOXX by vastly reworking the program and amending the protocol. Streamlined followup - all telemed, no photos or labs. New web page just posted: . 
https://cdc.gov/poxvirus/monkeypox/clinicians/obtaining-tecovirimat.html…",6,89,194,0,Melanie Thompson,@drmt,2022-07-07T13:41:41.000Z
"In the Moderna briefing packet, vaccine efficacy deteriorated when you included home testing. But of course you have to include home tests in an era where home tests are widely used. 

The trials lacked power for endpoints parents care about.",14,50,258,0,Vinay Prasad MD MPH,@VPrasadMDMPH,2022-07-07T13:41:41.000Z
"As vaccine manufacturers race to update Covid-19 shots, other scientists are aiming to make vaccines delivered via nasal sprays or tablets that would deploy more immune defenders to the body's front lines: the lining of the mouth, nose and throat https://cnn.it/3IM9wBK",41,86,288,0,CNN,@CNN,2022-07-07T13:41:41.000Z
"Important note from Dr. Jha: ""Getting vaccinated now will not preclude you from getting a variant-specific vaccine later this fall our winter.""",29,223,1.1K,0,Benjy Renton,@bhrenton,2022-07-07T13:41:41.000Z
"""There’s nothing cold-like or friendly about a large part of the workforce needing significant absences from work, feeling awful and sometimes getting reinfected ove"" 
@Daltmann10
 says it like it is",11,164,598,0,Prof Alice Roberts,@theAliceRoberts,2022-07-07T13:41:41.000Z
"As U.S. companies struggle to entice workers back to offices, the Dutch parliament has approved legislation to establish work-from-home as a legal right https://on.wsj.com/3IBA4WB",15,79,168,0,The Wall Street Journal,@WSJ,2022-07-07T13:41:41.000Z
"JUST IN: Pres. Biden releases a video giving an update on testing positive again for COVID-19, saying he'll be ""working from home for the next couple days.""

""I'm feeling fine, everything's good, but Commander and I have a little work to do."" https://abcn.ws/3vso6ZH",197,308,1.2K,0,ABC News,@ABC,2022-07-07T13:41:41.000Z
nothing like reporting that the president's working from home w/mild covid symptoms while working from home w/mild covid symptoms yourself,167,223,1.7K,0,John Harwood,@JohnJHarwood,2022-07-07T13:41:41.000Z
"* Virtual Jobs Hiring Today *

Life Coach Hub needs remote life coaches

Northwest Ventures needs a college education writer

Art Ignition needs art content writers

#bloggerstribe 
@bloggernation
@LovingBlogs
 @creatorzRT",,3,,0,Remote Work Rebels,@remoteworkrebel,2022-07-31T09:00:01.000Z
"7 Chrome Extensions for More Productive Remote Work - People Development  https://bit.ly/3mwAz8W  
@CardinalRos
 

With so much of today’s labour force working from home offices, the subject of productivity is more relevant than ever

http://peopledevelopmentmagazine.com",1,1,3,0,Christina Lattimer,@pdiscoveryuk,2022-07-31T09:00:01.000Z
"This 
@IDC
 report, sponsored by Unisys, is packed with #digitalworkplace insights including this: 79% of business leaders and 75% of employees say that remote work is just as productive — or more productive — than working from a company location. https://bit.ly/3tB0cse",,,5,0,Unisys,@unisys,2022-07-31T09:00:01.000Z
"Another productive morning at 
@FreemanStMarket
 with my ward colleague 
@stevebeasant
 for our  weekly advice surgery. Sending get well soon wishes to our colleague Cllr 
@LynseyMcIean
 who has Covid, but still working from home. 
@LibDems
 #WorkingAllYearRound #EastMarsh",,1,12,0,Nicola Aisthorpe,@NicoIaAisthorpe,2022-07-31T09:00:01.000Z
"Andrews government gives Victorian employers the ability to enforce & “implement their own vaccination policies, to collect and hold Covid-19 vaccination information of their workers.” via regualorty changes that will last until mid July 2023.",49,67,257,0,Rukshan Fernando,@therealrukshan,2022-07-31T09:00:01.000Z
"Managed to book in a fourth dose for Monday. Vaccination is something that could easily be done outside, under a shade etc. Annoys me you have to go and sit inside a surgery or clinic that has had potentially infected people inside it all day. Simple things, not being done.",67,78,591,0,Henry Madison,@RageSheen,2022-07-31T09:00:01.000Z
"People belonging to the 18-59 age group will receive free precaution doses of the COVID-19 vaccine at government vaccination centres under a 75-day special drive starting today. I request everyone to take their booster dose as early as possible 

#Vaccine",9,48,403,0,Jignesh Mevani,@jigneshmevani80,2022-07-31T09:00:01.000Z
Dutch House Greenlights Work From Home As Legal Right https://zerohedge.com/personal-finance/dutch-house-greenlights-work-home-legal-right…,28,50,217,0,zerohedge,@zerohedge,2022-07-31T09:00:01.000Z
Good news. Ocugen providing #covaxin vaccine to patients in Canada under compassionate use and starting their expanded access program in the US. Here investigators can request the vaccine under compassionate use guidelines (#covaxin is whole virus vaccine),17,105,218,0,"Monica Gandhi MD, MPH",@MonicaGandhi9,2022-07-31T09:00:01.000Z
"1. Remote and Hybrid Work Persist

Companies will continue to flirt with remote and hybrid work arrangements.

In a hot job market, tech workers will flex work location.

In recessions, companies will pull workers back into the office to justify long-term real estate investments.",4,29,390,0,David Nuñez | Emerging Tech+Humans,@davidnunez,2022-07-27T13:44:02.000Z
"Another Covid vaccination will be offered in the Autumn to:

- adults aged 50 & over
- people aged 5 to 49 with selected health conditions & to pregnant women
- care home staff
- health & social care workers
- unpaid carers
- household contacts of people who are immunocompromised",36,103,292,0,Professor Azeem Majeed,@Azeem_Majeed,2022-07-27T13:44:02.000Z
"More than 323,000 vaccine doses have been delivered to states and locals. Another 800,000 doses are now in position to be distributed rapidly, pending FDA authorization. Hope is that that may occur in coming days 3/x",5,39,268,0,"Tom Inglesby, MD",@T_Inglesby,2022-07-27T13:44:02.000Z
"Employers must direct confirmed cases not to attend the workplace and if a case is detected at work, the employer must direct the employee to go home immediately and isolate. Same applies to education and students, along with directions schools must monitor for symptoms and test.",3,38,313,0,PRGuy,@PRGuy17,2022-07-27T13:44:02.000Z
"2) We are often unable to work other jobs. We are limited in opportunity. The most potentially accessible work in terms of shorter hours, the university, allows for 5, 10, 20, which help, but remote/hybrid options are not usually available, and places no longer require masks.",1,10,179,0,"Kellyann May Navarré, MA",,2022-07-27T13:44:02.000Z
Job 4 - know if you are in a high-risk group and if you are eligible for anti-viral therapies. These are drugs that have been shown to considerably reduce the risk of death and hospitalisation. You have to take them before the end of day 5 from symptom onset.,6,71,557,0,Dr Dan Goyal,@danielgoyal,2022-07-27T13:44:02.000Z
"Most workers across manufacturing cannot work from home

Our jobs are physical in nature & require us to work in close contact with one another.

Workers need access to free rapid antigen tests, paid pandemic leave & consistent messaging on the use of face masks.

#CovidIsNotOver",3,49,165,0,Steve Murphy,@Murphy_Steve,2022-07-27T13:44:02.000Z
"The appointment times were from 11 - 6:30 during work hours. 

To make matters worst the link to book appointments for the second batch of vaccine went live early and was posted into a New York City circuit party group on WhatsApp and Facebook.",2,294,2K,0,The King of Reads,@TheKingofReads,2022-07-27T13:44:02.000Z
"Meanwhile, across the border in British Columbia, the Monkeypox vaccine has been available to anyone within the broadly defined risk group, by appointment, for a month. It’s a 10-minute appt, and then you’re done. So someone’s doing it right, but not on this side of the border.",5,34,224,0,Mattilda B Sycamore,@mbsycamore,2022-07-27T13:44:02.000Z
These first-hand WFH tips and remote work anecdotes from our own team will give you a fresh perspective on working from home productively. #WorkplaceTips #CareerAdvice #Workingfromhome #WFHtips #Remotework https://go.ihire.com/ckznf,,,,0,iHire,@iHireJobAlerts,2022-07-27T13:44:02.000Z
"Save the Earth, work from home at one of these 15 remote jobs in the environmental sector. (Tech Republic) #Environment #Careers  https://buff.ly/3ggHt13",,2,1,0,James Gingerich #B2B #Technology #Influencer,@jamesvgingerich,2022-07-27T13:44:02.000Z
 Operating in a highly digital world means that more employees are #working #from #home than ever before. Read our top tips for keeping your #employees focused and motivated when they’re remote: http://ow.ly/jIeJ50K7Anv,,,,0,Markel Direct,@MarkelDirect,2022-07-27T13:44:02.000Z
"‘Don’t make me ever go back into an office plz’: Remote worker says she’s able to clean while working from home, sparking debate - The Daily Dot
#work #remote #@alliepape #office #tiktoker #remotework
via http://dailydot.com
☛ http://amp.gs/jnsr6",,1,,0,Codecide,@codecidedotnet,2022-07-30T15:21:02.000Z
"ADMIN ASSISTANT, REMOTE | WORK FROM HOME

Requirements

Minimum five years experience as an Executive Assistant, Personal Assistant or similar role

Excellent MS Office knowledge 

BS required, BS in business administration or finance preferred",,11,6,0,Visa Jobs Hq,@visajobshq,2022-07-30T15:21:02.000Z
"VIRTUAL MARKETING ASSISTANT, REMOTE | WORK FROM HOME

Requirements

Bachelor’s degree

At least 3 years of experience in a marketing assistant or manager role

Experience with email marketing campaigns, including drip campaigns and email automation",,13,7,0,Visa Jobs Hq,@visajobshq,2022-07-30T15:21:02.000Z
"Due to the spread of COVID-19, we will be closed for a few more days and all employees will continue to work from home.",1,,12,0,金井龍男　RELEASE,@kanaitatsuo,2022-07-30T15:21:02.000Z
"Women Queue-up for Work From Home Jobs
https://cxotoday.com/news-analysis/women-queue-up-for-work-from-home-jobs/…",,,,0,Remote Work Alliance,@joinremotework,2022-07-30T15:21:02.000Z
"I've been doing remote as a Software Engineer for 5+ years in total in my career. These are my top 5 learnings on how to do remote work from home and survive 

1/",1,1,5,0,Carlos Castellanos,@karloscodes,2022-07-30T15:21:02.000Z
"ngl I hardly ever have any sympathy for remote workers who have such a privilege to work from home, likely accompanied by a very livable wage.



https://dailydot.com/irl/remote-work-fired-from-home-shopify/…",,,,0,𝙏𝙝𝙚 𝙂Ξ𝙣𝙚𝙧𝙖𝙡,@chooks97,2022-07-30T15:21:02.000Z
"The workforce at Llewellyns Accountants in Whitchurch has been fully equipped with remote working capabilities, allowing them to help you from home or your workplace if required. Find out more at: 
https://llewellyns.co.uk 
#accountants 
@LlewellynsFCCA",,,,0,Living Mags Cardiff,@LivingMags,2022-07-30T15:21:02.000Z
"This is obviously going to be a wildly unpopular perspective within the remote-work class, but there's some merit to the idea.",36,21,138,0,Jeff Blehar is *BOX OFFICE POISON*,@EsotericCD,2022-07-30T15:21:02.000Z
"Well, I have a fever of over 100° and tonight is inventory at work. I had a negative covid test, though. I just have a lot of the symptoms. It looks like I am working from home watching all of the numbers. I hate putting my team in this position. ",3,,8,0,Cheffin' with Cheffrey,@CheffinCheffrey,2022-07-30T15:21:02.000Z
"Want to work from home, but not sure where to start? Click here for the top careers you can work from home (or anywhere) + how to find remote positions by 
@perfectlyemploy
 #WorkAtHome #MakeMoneyFromHome #RemoteWork #MakeMoneyOnline",,1,,0,Nadalie,@nadaliebardo,2022-07-31T23:00:20.000Z
"Working remotely has traditionally held a bad reputation, but more and more companies are adopting work-from-home policies. Check out the latest trends in remote work.https://bit.ly/3wJx9XA 
@Sthopeek
 @BNDarticles
 #futureofwork #remotework #wfh #hybridwork  #worktrends",1,1,5,0,Airspeed,@airspeedhq,2022-07-31T23:00:20.000Z
The best remote leaders do these 3 things—because great leadership doesn't only come from in-person work,,2,3,0,CNBC Make It,@CNBCMakeIt,2022-07-31T23:00:20.000Z
"Working from home ‘considerably more effective’ than masks on children, because workplaces tend to be the catalyst of COVID-19 spread. https://smh.com.au/national/working-from-home-considerably-more-effective-than-masks-on-kids-20220729-p5b5lh.html…",1,5,11,0,Dr Liz Allen,@DrDemography,2022-07-31T23:00:20.000Z
"How is this for making sense?
My wife is unvaxxed so is still not allowed in the workplace and is working from home. They still expected her to test for Covid after acquiring a ""wee cough"" and this in turn led her to get a ""week off""... What are the odds? ",6,2,27,0,The Shadow Man,@TheShad78631449,2022-07-31T23:00:20.000Z
"Pakistani working women, post covid, what would you prefer and why? Pls respond

1. Flexi-hours (maybe going to work 3 days a week)
2. Working from home (all 5 or 6 days)
3. Going to work all 5-6 days",9,1,3,0,Zofeen Ebrahim,@zofeen28,2022-07-31T23:00:20.000Z
"Big news! The Australian Council of Trade Unions (the peak body for Australian Unions) is calling for a #VaccinesPlus strategy.

They’re calling on employers to meet their legal requirements to provide a safe workplace through:

 ventilation,
 air filtration &
 N95 masks.",15,185,418,0,Dr Zoë Hyde,@DrZoeHyde,2022-07-31T23:00:20.000Z
"I'm very careful where I go indoors now. As far as possible, I don't go to indoor environments (outside my house) anymore. I do everything online. The two places I cannot avoid are vaccine centres and hospitals. And this is true for many other clinically vulnerable people.",20,45,312,0,Dr. Deepti Gurdasani,@dgurdasani1,2022-07-31T23:00:20.000Z
"Participants enrolled from Sept 2021 – March 2022 had an active Delta or Omicron infection, were fully vaccinated (63% boosted), and had detectable IgG against SARS2 spike RBD. The majority (66%) shed detectable levels of SARS2 RNA into aerosols.",1,46,288,0,Kristen K. Coleman,@drkristenkc,2022-07-31T23:00:20.000Z
I am in India and getting #covaxin next week- a whole virus vaccine is what we need in the US. This one has been given out to millions in India and Ocugen in the US is waiting to make it for Americans. I hope the FDA will become less Pfizer focused,31,92,201,0,"Monica Gandhi MD, MPH",@MonicaGandhi9,2022-07-31T23:00:20.000Z
"Yes, now that Monkeypox vaccine eligibility has expanded in Seattle you have to wait 5 hours in the hallway of a medical building to be eligible—hundreds of vulnerable people waiting in a hallway in the midst of the ongoing COVID pandemic, are they trying to make everyone sick?",4,37,242,0,Mattilda B Sycamore,@mbsycamore,2022-07-31T23:00:20.000Z
"When COVID vaccine was rolled out, I went to a huge stadium w/plenty of ventilation & physical distancing & the whole process took about 15 minutes, plus the wait time to make sure you didn’t have an allergic reaction. Hundreds of people were vaccinated at a time, thousands a day",3,23,207,0,Mattilda B Sycamore,@mbsycamore,2022-07-31T23:00:20.000Z
"Second, companies are re-evaluating work arrangements. Many are pushing people back to the office or to go hybrid. If you've arranged your life around remote work, this is a very hard transition.

In terms of productivity, hybrid is worse than fully remote or fully in-office.",14,15,216,0,Karthik Hariharan,@hkarthik,2022-07-31T23:00:20.000Z
"But isn't that what we already have? 

Most people have been infected and vaccinated now.... yet we are in the highest wave *ever* - proving that hybrid immunity isn't a way out.

We do need air filtration / ventilation / sterilisation asap to reduce the replication rate.",7,20,247,0,Clinically Vulnerable Families,@cv_cev,2022-07-15T08:55:44.000Z
"Remember that this is a two dose series, 4 weeks apart. Maximum immunity is achieved 2 weeks after your second dose.

The vaccine has been approved for those pregnant or breast-feeding, 18 years or older.",4,41,232,0,Rob Swanda,@ScientistSwanda,2022-07-15T08:55:44.000Z
"The #1 upside of working from home is not flexibility. It's avoiding the hassle of schlepping to work.

The spike in remote & hybrid work is eliminating ~200 million weekly commuting hours in the U.S. alone.

Time is our scarcest resource. Saving time is our most valued benefit.",94,1K,4.2K,0,Adam Grant,@AdamMGrant,2022-08-31T15:12:36.000Z
"Things are getting worse as this #VaccineInjury continues its assault on my immune system. Migraine all week, increased muscle spasms, respiratory issues spreading, tinnitus worse than ever, #POTS heart rate is a 50 BPM difference from laying to standing. 

“Safe and effective.”",64,114,313,0,Louie Traub,@louietraub,2022-08-31T15:12:36.000Z
"Adults over 50 and clinically vulnerable people will be offered the first Covid-19 jab to target both the original Covid strain and the Omicron Variant, as part of the UK's autumn booster programme.",943,154,264,0,Good Morning Britain,@GMB,2022-08-16T05:08:48.000Z
"‘It’s an abdication of responsibility.’

Clare Muldoon reacts to an investigation carried out by The Telegraph finding councils are allowing more than half of their office staff to work from home.

 Freeview 236, Sky 515, Virgin 626

 GB News YouTube: https://bit.ly/3vAYaw0",72,45,236,0,GB News,@GBNEWS,2022-08-16T05:08:48.000Z
"Recent studies show that nearly six out of ten people work from home at least one day a week. While there has never been a universal business dress code, remote work has disrupted society’s understanding of office attire. Here are some ways it's changed--> https://hubs.ly/Q01lb7ZR0",1,,,0,Mediabistro,@Mediabistro,2022-08-16T05:08:48.000Z
"Research on a home-grown #COVID19 treatment has been boosted with nearly $1m from the Medical Research Future Fund. 

The WEHI-
@MIPS_Australia
 drug discovery program is working towards a combination #antiviral therapy.  

More: https://wehi.edu.au/news/funding-boost-home-grown-treatment-covid-19…
@healthgovau
 #MRFF",1,4,19,0,WEHI (Walter and Eliza Hall Institute),@WEHI_research,2022-08-16T05:08:48.000Z
"I do it full time. I go outside to take breaks. I ride my bike 16 miles before I start my workday. When I’m done with work, I often go places.

I don’t miss commuting a single bit.",34,24,2.1K,0,George Washington III Team Moderna,,2022-08-16T05:08:48.000Z
"This is from a CTV article today about Hospitals not dropping vaccine policies for workers. Two very important paragraphs. First, 153 workers “did not comply” to take something to keep one’s job is compliance by coercion. And second, they believe the vax still stops transmission?",18,60,177,0,Ryan Gerritsen,@ryangerritsen,2022-08-16T05:08:48.000Z
"How badly does 
@NYCMayor
 want city office workers back in the office 5 days a week?

Workers with cancer and risk of severe COVID are having their hybrid schedule requests denied.",35,377,666,0,Christopher Robbins,@ChristRobbins,2022-08-11T12:29:34.000Z
I'm utterly amazed that we're still carrying on with this charade.,24,22,187,0,Esther K,@estherckrakue,2022-08-11T12:29:34.000Z
"Millions of people got fired for not taking the synthetic mRNA injections. 

Now the CDC says according to NYTimes: “the recommended prevention strategies no longer draw a distinction between people who are up-to-date on their vaccinations and those who are not.”

Feeling played?",180,1.5K,6.3K,0,An0maly,@LegendaryEnergy,2022-08-11T12:29:34.000Z
"SOME GOOD NEWS: 

Omicron-targeting COVID boosters may be out after Labor Day, and Moderna has joined Pfizer and BioNTech in filing for authorization.",5,32,140,0,Jeras Ikehorn,@JerasIkehorn,2022-08-11T12:29:34.000Z
"This is disgusting.

BC public servants who were on mat leave *before* a vaccine mandate was introduced must now comply or else be liable to repay mat leave pay.

One mother is *working remotely* while disputing the issue (meaning she can be accommodated). https://tnc.news/2022/08/16/bc-unvaxxed-mothers/…",29,89,222,0,Ryan O'Connor,@rpoconnor,2022-08-11T12:29:34.000Z
"Because I declined to submit to the required 48 covid tests every year, tomorrow will be my last day of employment. The new job begins on September 12, and there will be NO required vaccinations or testing. I have made up my mind not to have this shot, EVER.",54,68,758,0,Chris Wick News,@ChrisWickNews,2022-08-11T12:29:34.000Z
"most of them work remotely...so no

from https://nytimes.com/2022/08/17/us/politics/cdc-rochelle-walensky-covid.html… 

the unintended irony in today's article 
slays me ",8,116,412,0,Jenna Luche-Thayer,@JennaLuche,2022-08-11T12:29:34.000Z
"Allowing/encouraging more people to work from home where they can is another way in which we can reduce covid transmission.

Sadly this is not possible for everyone, but reducing transmission helps to keep everyone safer.",8,80,614,0,Kit Yates,@Kit_Yates_Maths,2022-08-11T12:29:34.000Z
"In-person work comes with some perks, but when should you go in? 

Dig into our How to Hybrid guide for 5 reasons to head to the office: https://msft.it/6008jV9r4",10,27,162,0,Microsoft,@Microsoft,2022-08-11T12:29:34.000Z
"“The updated Covid vaccine boosters could be available around Labor Day. They'll be the first Covid shots distributed without results from human trials. Does that matter?”

YES it matters. What kind of dumb question is that? 

No thank you, I’ll pass.",33,147,591,0,Jennifer Sey,@JenniferSey,2022-08-11T12:29:34.000Z
"2021 the year when if a care home workers wanted to rely on their immune system rather than a jab, they were dismissed and not allowed in any care home premises.",12,62,233,0,Phil Hyland,@pjhlaw,2022-08-29T12:49:27.000Z
"""..vaccines only reduce the risk of long Covid by 15%.. Only about 27% of long Covid patients worked as many hours as they did before failing ill. Roughly 23% weren’t working at all, as a direct result of long Covid.""

Long Covid is to be a long concern.",21,379,821,0,Hiroshi Yasuda (保田浩志),@Yash25571056,2022-08-29T12:49:27.000Z
"Keep in mind, 
@CDCgov
 @CDCDirector
 still WORK FROM HOME Bc they know it is not safe to be in-person in a public, maskless, unventilated space. Like a school.",8,316,1.1K,0,Dana Parish,@danaparish,2022-08-29T12:49:27.000Z
"Vaccination reduces risk of #LongCOVID - 3 doses more than 2 doses. But still 16% in triple vaccinated. https://ja.ma/3AaSOZ4 via 
@JAMA_current
 part of 
@JAMANetwork",20,205,462,0,Raina MacIntyre,@Globalbiosec,2022-08-29T12:49:27.000Z
A study out of the #UnitedKingdom shows that #HealthcareWorkers who received multiple boosters after initially being infected with the original #COVID19 strain from #Wuhan are more prone to chronic reinfection from the #Omicron variant.,13,157,306,0,The Epoch Times,@EpochTimes,2022-08-29T12:49:27.000Z
"#Togetherness and #Collaboration are our pillars, but when you have a work-from-home buddy like this you almost stop missing the office vibe. Meet Bruno, our charming and always happy teammate 
#wfh #workfromhome #fluffybuddy #petday #dog #doglover #doggo #ilovemydog #remote",1,,4,0,Lexidy Law Boutique,@LexidyLaw,2022-08-29T12:49:27.000Z
"Working From Home Jobs: Benefits and Drawbacks To Consider https://bit.ly/3JIfFzE #workingfromhome #workingremotely 
@Lisapatb",1,,1,0,Cori Ramos,@RemoteWorkinMom,2022-08-29T12:49:27.000Z
LinkedIn seeks a #Remote English > #Spanish (Spain) #Translator https://bit.ly/3KA37uu #jobs work from home office traductor #t9n #xl8,,5,6,0,Uwe Muegge,@UweMuegge,2022-08-31T15:14:16.000Z
"The average driving commute is 55 minutes round trip.  

At 260 working days in a year, that’s 14,300 minutes spent commuting. 

Over 43 years, that’s 614,900 minutes, or 10,248 hours wasted driving to an office to do work that could be done from home. 

Remote work is the future",20,52,228,0,Andy Berman,@berman66,2022-08-31T15:14:16.000Z
"Only 1 of every 26 jobs can be done from home in low-income countries. Young, poorly educated workers are least likely to be able to work from home and more vulnerable to the labor market shocks from COVID-19. 

How can this #DigitalDivide be closed?
http://wrld.bg/z05i50Kuc6Y",1,4,5,0,World Bank Africa,@WorldBankAfrica,2022-08-31T15:14:16.000Z
"""Google faces hundreds of Covid cases after back-to-office mandate, Employees objected to mandate after working efficiently for so long from home"" https://choma.website/google-faces-hundreds-of-covid-cases-after-back-to-office-mandate-employees-objected-to-mandate-after-working-efficiently-for-so-long-from-home/…",4,18,45,0,laurie allee (retired account),@laurieallee,2022-08-31T15:14:16.000Z
"The way we work and interact is changing. From home office to remote access to user services, #researchinfrastructures operate in new ways. 
Join the 
@eRImote
 workshops on Sep. 21 & 22 to discuss it with core facility staff, researchers, industry & more!
https://eurobioimaging.eu/news/towards-sustainable-operations--workshop-opportunities-from-the-erimote-project/…",,4,4,0,Euro-BioImaging ERIC,@EuroBioImaging,2022-08-31T15:14:16.000Z
"Working from home is better for businesses, better for staff and better for the planet. 
https://pneumahealthcare.com/blog/the-past-present-and-future-of-remote-working… 
#WFH #remotework #staffwellbeing #employeeexperience #employeewellbeing #mentalhealth",,1,2,0,Pneuma Healthcare,@pneumahealth,2022-08-31T15:14:16.000Z
"They kept me because Desantis signed a law prohibiting employers from firing employees over the vax. I was banned from company property, functions, outings ect. 

2 months ago I got an email stating they were dropping the COVID Policy. It's no longer required to get the .",22,34,450,0,Stephanie Starr,@StephanieStarrC,2022-08-31T15:14:16.000Z
A study out of the United Kingdom shows that #HealthcareWorkers who received multiple boosters after initially being infected with the original #Wuhan strain of #COVID19 are more prone to chronic reinfection from the #OmicronVariant.,17,209,404,0,The Epoch Times,@EpochTimes,2022-08-31T15:14:16.000Z
"I fully understand vax to vax transmission is less likely. 
@DFisman
 posted studies on it. But the wise among us are starting to understand it’s not enough. We need to bring back masks, IAQ, look at other ways to clean air",9,46,236,0,Coffee4Life,@Coffee4Life365,2022-08-31T15:14:16.000Z
"The original January 2021 White House covid plan called for hiring 100,000 additional public health workers for roles including vaccine outreach. What a huge difference that could have made over the last year and a half, and heading into the fall.

https://whitehouse.gov/briefing-room/legislation/2021/01/20/president-biden-announces-american-rescue-plan/…",5,72,221,0,wsbgnl,@wsbgnl,2022-08-28T13:32:16.000Z
"What a scam. A 20% pay cut to work from home, with no change in productivity (and maybe even an increase)? What about considering work-from-home as an employee benefit, costing virtually nothing?",16,70,412,0,Christopher Knight,@KnightLAT,2022-08-28T13:32:16.000Z
"Pfizer breaking press release - ""We are in stage three trials on a weekly dose vaccine. The vaxx will increase your odds of infection but it will make others feel better and give you social cred.""",18,35,557,0,Aaron Ginn,@aginnt,2022-08-28T13:32:16.000Z
Also rehire the unvaccinated. The shot doesn’t prevent transmission and we have double boosted staff off for ten days. And why ten days when the general public is back in action after 5?,9,35,193,0,ERdoc,@erdocAA,2022-08-28T13:32:16.000Z
"Breaking news: White House and health-industry officials announced a deal to expedite millions of doses of monkeypox vaccines by moving some manufacturing to the U.S., following criticism the Biden administration had failed to secure a large enough supply.",22,98,169,0,The Washington Post,@washingtonpost,2022-08-28T13:32:16.000Z
"US #covid19 pandemic status:
-No more free at-home tests
-1M+ dead
-2-4M not working, w/#LongCovid
-Govt will stop buying vaccines, treatments soon",18,177,234,0,Anjalee Khemlani,@AnjKhem,2022-08-28T13:32:16.000Z
"Federal employee here. Threatened with termination if I didn't submit to the jab for over a year. Still employed without vax, but have 2 have my nose swabbed every 7-10 days. Nobody can answer my ?'s why unvaxed have to get tested but vaxxed don't but both can still spread",35,6,259,0,Tbone,@The_217Tbone,2022-08-28T13:32:16.000Z
